"OOR Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name (ELF)","ELF Code","Official Organizational Role (OOR)","Language","Language Code (ISO 639-1)","OOR Transliterated name (per ISO 01-140-10)","Abbreviations OOR Local language","Abbreviations OOR transliterated","Date created YYYY-MM-DD (ISO 8601)","OOR Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason","Applicable legislation / regulation"
"H3JKVG","Canada","CA","Québec","CA-QC","Société en commandite","RQIC","Commandité","French","fr","Commandité","","","2023-06-28","ACTV","","","","Loi sur la publicité légale des entreprises individuelles, des sociétés et des personnes morales, 2010 - Art.11"
"JQDEYE","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Dirigeant","French","fr","Dirigeant","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Arts.2, 116"
"KFS87F","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Vérificateur","French","fr","Vérificateur","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.231"
"KNIDAR","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Actionnaire","French","fr","Actionnaire","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.7"
"LIIYBW","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Liquidateur","French","fr","Liquidateur","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.325"
"QV3MLQ","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Bénéficiaire","French","fr","Bénéficiaire","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Arts.2"
"SHZJH1","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Responsable de l’exploitation","French","fr","Responsable de l’exploitation","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.118.3"
"SNJ5QF","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Responsable des finances","French","fr","Responsable des finances","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.118.3"
"UAPQXT","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Fondateur","French","fr","Fondateur","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.3"
"VXAUBK","Canada","CA","Québec","CA-QC","Société en commandite","RQIC","Commanditaire","French","fr","Commanditaire","","","2023-06-28","ACTV","","","","Loi sur la publicité légale des entreprises individuelles, des sociétés et des personnes morales, 2010 - Art.11"
"VXLKET","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Fondé de pouvoir","French","fr","Fondé de pouvoir","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.173"
"WCACUP","Canada","CA","Québec","CA-QC","Société par actions par Loi sur les sociétés par actions","UG3Z","Responsable de la direction","French","fr","Responsable de la direction","","","2023-06-28","ACTV","","","","Loi sur les sociétés par actions, 2011 - Art.118.3"
"0UESFV","Cayman Islands","KY","","","limited liability company","MPUG","member","English","en","member","","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.2"
"5YUIGY","Cayman Islands","KY","","","exempted limited partnership","6XB7","qualifying general partner","English","en","qualifying general partner","","","2023-06-28","ACTV","","","","Exempted Limited Partnership Act - s.4(4)"
"AF0U6W","Cayman Islands","KY","","","company limited by shares","OSBR","shadow director","English","en","shadow director","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s89"
"DMYEM2","Cayman Islands","KY","","","limited liability company","MPUG","liquidator","English","en","liquidator","Liq.","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.37(4)"
"DS6DNK","Cayman Islands","KY","","","company limited by shares","OSBR","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s12"
"DXWS38","Cayman Islands","KY","","","company limited by shares","OSBR","auditor","English","en","auditor","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - Table A 43"
"EHFTNO","Cayman Islands","KY","","","limited partnership","XAQA","limited partner","English","en","limited partner","LP. L.P.","","2023-06-28","ACTV","","","","Partnership Law (2013 Revision) - s46.2"
"EW065H","Cayman Islands","KY","","","limited liability company","MPUG","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.2, 26"
"FQQLUA","Cayman Islands","KY","","","exempted limited partnership","6XB7","limited partner","English","en","limited partner","LP. L.P.","","2023-06-28","ACTV","","","","Exempted Limited Partnership Act - s.2"
"GJLBVI","Cayman Islands","KY","","","company limited by shares","OSBR","beneficial owner","English","en","beneficial owner","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s244"
"GX9OKB","Cayman Islands","KY","","","limited liability company","MPUG","registrable person","English","en","registrable person","","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.77"
"IDI6VT","Cayman Islands","KY","","","company limited by shares","OSBR","inspector","English","en","inspector","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s67"
"IXBETU","Cayman Islands","KY","","","limited liability company","MPUG","officer","English","en","officer","","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.104"
"LPB2BS","Cayman Islands","KY","","","company limited by shares","OSBR","officer","English","en","officer","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s2.1"
"NSRV24","Cayman Islands","KY","","","company limited by shares","OSBR","alternate director","English","en","alternate director","Alt.Dir.","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s55"
"PVBFEP","Cayman Islands","KY","","","company limited by shares","OSBR","member","English","en","member","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s6"
"QSEQIN","Cayman Islands","KY","","","company limited by shares","OSBR","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s37"
"REH3J0","Cayman Islands","KY","","","company limited by shares","OSBR","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s55, 78"
"UKWP2Z","Cayman Islands","KY","","","company limited by shares","OSBR","liquidator","English","en","liquidator","Liq.","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s89, 119"
"VOH19Z","Cayman Islands","KY","","","company limited by shares","OSBR","controller","English","en","controller","","","2023-06-28","ACTV","","","","Companies Act (2022 Revision) - s89"
"VV0VM9","Cayman Islands","KY","","","exempted limited partnership","6XB7","general partner","English","en","general partner","GP, G.P.","","2023-06-28","ACTV","","","","Exempted Limited Partnership Act - s.2"
"WF7IY4","Cayman Islands","KY","","","limited liability company","MPUG","beneficial owner","English","en","beneficial owner","","","2023-06-28","ACTV","","","","Limited Liability Companies Act - s.73"
"YW6YHT","Cayman Islands","KY","","","limited partnership","XAQA","general partner","English","en","general partner","GP, G.P.","","2023-06-28","ACTV","","","","Partnership Law (2013 Revision) - s46.2"
"0UIERB","China","CN","","","企业","ECAK","外国公司中国境内分支机构代表人","Chinese","zh","wai guo gong si zhong guo jing nei fen zhi ji gou dai biao ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第十一章第一百九十三条"
"2R9HM7","China","CN","","","企业","ECAK","实际控制人","Chinese","zh","shi ji kong zhi ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十六条"
"3AVSUI","China","CN","","","社会团体","GGZ5","单位会员","Chinese","zh","dan wei hui yuan","","","2023-06-28","ACTV","","","","中华人民共和国国务院社会团体登记管理条例2016-第三章第十条"
"3UTH0O","China","CN","","","社会团体","GGZ5","发起人","Chinese","zh","fa qi ren","","","2023-06-28","ACTV","","","","中华人民共和国国务院社会团体登记管理条例2016-第三章第九条"
"4UBW2R","China","CN","","","基金会","2M6Y","秘书长","Chinese","zh","mi shu zhang","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第二章第九条"
"5OLE58","China","CN","","","基金会","2M6Y","捐赠人","Chinese","zh","juan zeng ren","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第一章第一条"
"ABUW9D","China","CN","","","企业","ECAK","债权人","Chinese","zh","zhai quan ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第一条"
"AKFQJM","China","CN","","","企业","ECAK","合伙企业清算人","Chinese","zh","he huo qi ye qing suan ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第四章第八十六条"
"BSIGBP","China","CN","","","企业","ECAK","副董事长","Chinese","zh","fu dong shi zhang","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第二章第二节第四十条"
"CSC98J","China","CN","","","基金会","2M6Y","专职工作人员","Chinese","zh","zhuan zhi gong zuo ren yuan","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第六章第四十三条"
"CSQMAC","China","CN","","","企业","ECAK","无记名股票持有人","Chinese","zh","wu ji ming gu piao chi you ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第二节第一百零二条"
"D0SBTO","China","CN","","","企业","ECAK","执行事务合伙人","Chinese","zh","zhi xing shi wu he huo ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第二章第三节第二十六条"
"D6U53M","China","CN","","","企业","ECAK","监事会副主席","Chinese","zh","jian shi hui fu zhu xi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第四节第一百一十七条"
"ENZOWM","China","CN","","","企业","ECAK","股东","Chinese","zh","gu dong","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第一条"
"EOLGGD","China","CN","","","企业","ECAK","董事长","Chinese","zh","dong shi zhang","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十三条"
"FN7TNN","China","CN","","","基金会","2M6Y","理事","Chinese","zh","li shi","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第二章第九条"
"FWJCM1","China","CN","","","企业","ECAK","监事会主席","Chinese","zh","jian shi hui zhu xi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第二章第二节第五十一条"
"FXDBSO","China","CN","","","事业单位","B5UZ","负责人","Chinese","zh","fu ze ren","","","2023-06-28","ACTV","","","","中华人民共和国国务院事业单位登记管理暂行条例2004-第三章第十八条"
"G4KLEN","China","CN","","","企业","ECAK","经理","Chinese","zh","jing li","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十三条"
"GO1G7A","China","CN","","","企业","ECAK","上市公司董事会秘书","Chinese","zh","shang shi gong si dong shi hui mi shu","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第五节第一百二十三条"
"H4ZMMZ","China","CN","","","企业","ECAK","外国公司中国境内分支机构代理人","Chinese","zh","wai guo gong si zhong guo jing nei fen zhi ji gou dai li ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第十一章第一百九十三条"
"HFDY25","China","CN","","","企业","ECAK","合伙人","Chinese","zh","he huo ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第一章第一条"
"HLWMP9","China","CN","","","企业","ECAK","认股人","Chinese","zh","ren gu ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第一节第八十五条"
"I2ZO2Q","China","CN","","","企业","ECAK","副经理","Chinese","zh","fu jing li","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第二章第二节第四十六条"
"I8GSFC","China","CN","","","企业","ECAK","高级管理人员","Chinese","zh","gao ji guan li ren yuan","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十一条"
"IE4SJO","China","CN","","","企业","ECAK","职工代表","Chinese","zh","zhi gong dai biao","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第二章第二节第三十七条"
"IOLXMG","China","CN","","","企业","ECAK","法定代表人","Chinese","zh","fa ding dai biao ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第七条"
"IR88TU","China","CN","","","社会团体","GGZ5","法定代表人","Chinese","zh","fa ding dai biao ren","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第一节第六十一条"
"IYTE57","China","CN","","","基金会","2M6Y","监事","Chinese","zh","jian shi","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第二章第十条"
"JXI8OY","China","CN","","","企业","ECAK","合伙企业经营管理人员","Chinese","zh","he huo qi ye jing ying guan li ren yuan","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第二章第三节第三十一条"
"KE5JYI","China","CN","","","企业","ECAK","有限合伙人","Chinese","zh","you xian he huo ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第一章第二条"
"LWNMUU","China","CN","","","企业","ECAK","合伙企业从业人员","Chinese","zh","he huo qi ye cong ye ren yuan","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第五章第九十六条"
"MMBHZN","China","CN","","","企业","ECAK","执行董事","Chinese","zh","zhi xing dong shi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十三条"
"N14FUE","China","CN","","","企业","ECAK","债券持有人","Chinese","zh","zhai quan chi you ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第七章第一百五十七条"
"N1BYTN","China","CN","","","基金会","2M6Y","法定代表人","Chinese","zh","fa ding dai biao ren","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第九十三条"
"NMBJOJ","China","CN","","","企业","ECAK","董事","Chinese","zh","dong shi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十一条"
"ODFU9A","China","CN","","","基金会","2M6Y","理事长","Chinese","zh","li shi zhang","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第九十三条"
"OFEN3A","China","CN","","","社会团体","GGZ5","理事长","Chinese","zh","li shi zhang","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第九十一条"
"PHYEPP","China","CN","","","企业","ECAK","上市公司独立董事","Chinese","zh","shang shi gong si du li dong shi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第五节第一百二十三条"
"PLQ9E0","China","CN","","","基金会","2M6Y","受益人","Chinese","zh","shou yi ren","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第一章第一条"
"QGXQEI","China","CN","","","事业单位","B5UZ","法定代表人","Chinese","zh","fa ding dai biao ren","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第八十九条"
"QMICZN","China","CN","","","企业","ECAK","合伙企业债权人","Chinese","zh","he huo qi ye zhai quan ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第一章第一条"
"SA4HEM","China","CN","","","基金会","2M6Y","副理事长","Chinese","zh","fu li shi zhang","","","2023-06-28","ACTV","","","","中华人民共和国国务院基金会管理条例2004-第二章第九条"
"SFN2PG","China","CN","","","社会团体","GGZ5","会长","Chinese","zh","hui zhang","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第九十一条"
"UNXHKZ","China","CN","","","企业","ECAK","控股股东","Chinese","zh","kong gu gu dong","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第二十一条"
"VFMMND","China","CN","","","社会团体","GGZ5","个人会员","Chinese","zh","ge ren hui yuan","","","2023-06-28","ACTV","","","","中华人民共和国国务院社会团体登记管理条例2016-第三章第十条"
"W57YAL","China","CN","","","社会团体","GGZ5","负责人","Chinese","zh","fu ze ren","","","2023-06-28","ACTV","","","","中华人民共和国民法典2020-第三章第三节第十四条"
"WMI3I3","China","CN","","","社会团体","GGZ5","专职工作人员","Chinese","zh","zhuan zhi gong zuo ren yuan","","","2023-06-28","ACTV","","","","中华人民共和国国务院社会团体登记管理条例2016-第三章第十条"
"XQSVN1","China","CN","","","企业","ECAK","普通合伙人","Chinese","zh","pu tong he huo ren","","","2023-06-28","ACTV","","","","中华人民共和国合伙企业法2006-第一章第二条"
"XRUDMQ","China","CN","","","企业","ECAK","财务负责人","Chinese","zh","cai wu fu ze ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第二章第二节第四十六条"
"XXOO6J","China","CN","","","企业","ECAK","发起人","Chinese","zh","fa qi ren","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第四章第一节第七十六条"
"YYCCDR","China","CN","","","个体工商户","RV48","经营者","Chinese","zh","jing ying zhe","","","2023-06-28","ACTV","","","","中华人民共和国国务院个体工商户条例2016-第八条"
"ZT24CH","China","CN","","","企业","ECAK","监事","Chinese","zh","jian shi","","","2023-06-28","ACTV","","","","中华人民共和国公司法2018-第一章第十一条"
"1TCNZ5","Denmark","DK","","","Anpartsselskab","H8VP","kapitalejer","Danish","da","kapitalejer","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §50"
"2KL6BY","Denmark","DK","","","Aktieselskab","ZRPO","direktor","Danish","da","direktor","Dir.","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"4SQ06L","Denmark","DK","","","Fond","1MWR","revisor","Danish","da","revisor","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §13"
"5IPZZ7","Denmark","DK","","","Fond","1MWR","uvildige sagkyndige vurderingsmand","Danish","da","uvildige sagkyndige vurderingsmand","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §33"
"6YTAID","Denmark","DK","","","Enkeltmandsvirksomhed","FUKI","ejer","Danish","da","ejer","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om visse erhvervsdrivende virksomheder - 15h"
"6ZZRKZ","Denmark","DK","","","Fond","1MWR","rekonstruktor","Danish","da","rekonstruktor","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §122.5"
"77WA85","Denmark","DK","","","Anpartsselskab","H8VP","vurderingsmand","Danish","da","vurderingsmand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §37"
"7TOI3U","Denmark","DK","","","Fond","1MWR","næstformand","Danish","da","næstformand","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §37.5"
"A4VGUJ","Denmark","DK","","","Anpartsselskab","H8VP","medarbejdervalgte bestyrelsesmedlem","Danish","da","medarbejdervalgte bestyrelsesmedlem","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §51"
"BOIXNH","Denmark","DK","","","Fond","1MWR","stifter","Danish","da","stifter","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §13, 26"
"CCKVF7","Denmark","DK","","","Fond","1MWR","bestyrelsesmedlem","Danish","da","bestyrelsesmedlem","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §13"
"DA3R6C","Denmark","DK","","","Aktieselskab","ZRPO","aktionær","Danish","da","aktionær","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §1"
"FFGROQ","Denmark","DK","","","Aktieselskab","ZRPO","ledelsesmedlem","Danish","da","ledelsesmedlem","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §112.2"
"FQRAJK","Denmark","DK","","","Anpartsselskab","H8VP","kapitaltegner","Danish","da","kapitaltegner","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §32.4"
"GFN2FF","Denmark","DK","","","Anpartsselskab","H8VP","revisor","Danish","da","revisor","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §39"
"GKFCOA","Denmark","DK","","","Aktieselskab","ZRPO","stifter","Danish","da","stifter","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §24"
"GSE03P","Denmark","DK","","","Aktieselskab","ZRPO","anmelde","Danish","da","anmelde","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §15.2"
"GTSCFQ","Denmark","DK","","","Aktieselskab","ZRPO","medarbejdervalgte bestyrelsesmedlem","Danish","da","medarbejdervalgte bestyrelsesmedlem","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §51"
"HNGHYM","Denmark","DK","","","Aktieselskab","ZRPO","likvidator","Danish","da","likvidator","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §218"
"I4WNBV","Denmark","DK","","","Aktieselskab","ZRPO","kapitaltegner","Danish","da","kapitaltegner","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §32.4"
"IXHQAP","Denmark","DK","","","Fond","1MWR","administrator","Danish","da","administrator","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §43"
"K7FYR9","Denmark","DK","","","Fond","1MWR","medlem af direktionen","Danish","da","medlem af direktionen","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §13"
"K7SLGP","Denmark","DK","","","Aktieselskab","ZRPO","medarbejderrepræsentant","Danish","da","medarbejderrepræsentant","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §142"
"KBZQ4W","Denmark","DK","","","Fond","1MWR","reelle ejer","Danish","da","reelle ejer","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §21a"
"KNBOMZ","Denmark","DK","","","Anpartsselskab","H8VP","anmelde","Danish","da","anmelde","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §15.2"
"LAGHQ3","Denmark","DK","","","Aktieselskab","ZRPO","kapitalejer","Danish","da","kapitalejer","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §50"
"LVUBET","Denmark","DK","","","Fond","1MWR","likvidator","Danish","da","likvidator","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §91.6, 108"
"MEXONB","Denmark","DK","","","Fond","1MWR","Ledelsesmedlem","Danish","da","Ledelsesmedlem","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §45"
"MPRLRO","Denmark","DK","","","Fond","1MWR","modtager","Danish","da","modtager","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §80"
"MWNM9X","Denmark","DK","","","Aktieselskab","ZRPO","vurderingsmand","Danish","da","vurderingsmand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §37"
"Q2G3VH","Denmark","DK","","","Aktieselskab","ZRPO","medlem af bestyrelsen","Danish","da","medlem af bestyrelsen","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"QHWHRC","Denmark","DK","","","Anpartsselskab","H8VP","stifter","Danish","da","stifter","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §24"
"RTC489","Denmark","DK","","","Anpartsselskab","H8VP","medarbejderrepræsentant","Danish","da","medarbejderrepræsentant","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §142"
"S6OBFP","Denmark","DK","","","Fond","1MWR","formand","Danish","da","formand","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §37.5"
"SAFBER","Denmark","DK","","","Anpartsselskab","H8VP","likvidator","Danish","da","likvidator","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §218"
"SPUSZZ","Denmark","DK","","","Fond","1MWR","Suppleant","Danish","da","Suppleant","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §48"
"TEFAXU","Denmark","DK","","","Aktieselskab","ZRPO","formand","Danish","da","formand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"TK6Z63","Denmark","DK","","","Fond","1MWR","anmelde","Danish","da","anmelde","","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §19"
"UF7GUW","Denmark","DK","","","Anpartsselskab","H8VP","medlem af bestyrelsen","Danish","da","medlem af bestyrelsen","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"UKF18H","Denmark","DK","","","Aktieselskab","ZRPO","næstformand","Danish","da","næstformand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"VEZ7VV","Denmark","DK","","","Anpartsselskab","H8VP","reelle ejer","Danish","da","reelle ejer","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §58a"
"VFPWPP","Denmark","DK","","","Aktieselskab","ZRPO","medlem af tilsynsråd","Danish","da","medlem af tilsynsråd","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.2"
"VHFSMY","Denmark","DK","","","Anpartsselskab","H8VP","formand","Danish","da","formand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"X1VVV7","Denmark","DK","","","Aktieselskab","ZRPO","revisor","Danish","da","revisor","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §39"
"XZFFHT","Denmark","DK","","","Anpartsselskab","H8VP","direktor","Danish","da","direktor","Dir.","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"YDLICZ","Denmark","DK","","","Anpartsselskab","H8VP","ledelsesmedlem","Danish","da","ledelsesmedlem","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §112.2"
"YGFXIX","Denmark","DK","","","Fond","1MWR","direktor","Danish","da","direktor","Dir.","","2023-06-28","ACTV","","","","Bekendtgørelse af lov om erhvervsdrivende fonde §37"
"YJOWJD","Denmark","DK","","","Anpartsselskab","H8VP","næstformand","Danish","da","næstformand","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.1"
"ZCCUW8","Denmark","DK","","","Anpartsselskab","H8VP","aktionær","Danish","da","aktionær","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §1"
"ZNCZAU","Denmark","DK","","","Anpartsselskab","H8VP","medlem af tilsynsråd","Danish","da","medlem af tilsynsråd","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §111.2"
"ZTQ4PG","Denmark","DK","","","Aktieselskab","ZRPO","reelle ejer","Danish","da","reelle ejer","","","2023-06-28","ACTV","","","","Lov om aktie- og anpartsselskaber (selskabsloven) §58a"
"3TZ9PM","Estonia","EE","","","Aktsiaselts","9LJA","Juhatuse liige","Estonian","et","Juhatuse liige","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.243.7, 308"
"3VVTPX","Estonia","EE","","","Aktsiaselts","9LJA","Prokuristile","Estonian","et","Prokuristile","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.16.1"
"43JXWW","Estonia","EE","","","Osaühing","JC0Y","Asutaja","Estonian","et","Asutaja","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.17.1, 137.2"
"5CWZL8","Estonia","EE","","","Aktsiaselts","9LJA","Vahetusvõlakirja omanik","Estonian","et","Vahetusvõlakirja omanik","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - s.241"
"5RJVJB","Estonia","EE","","","Osaühing","JC0Y","Juhatuse liige","Estonian","et","Juhatuse liige","","","2023-06-28","ACTV","","","","Äriseadustik, 2014 - ss.139.7, 180"
