"OOR Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name (ELF)","ELF Code","Official Organizational Role (OOR)","Language","Language Code (ISO 639-1)","OOR Transliterated name (per ISO 01-140-10)","Abbreviations OOR Local language","Abbreviations OOR transliterated","Date created YYYY-MM-DD (ISO 8601)","OOR Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason","Applicable legislation / regulation"
"XVEPPK","United States of America","US","Utah","US-UT","Limited Liability Company (LLC)","3ZXC","Governing person","English","en","Governing person","","","2023-06-28","ACTV","","","","Utah Revised Uniform Limited Liability Company Act - 48-3a-102; Utah Code: Title 48 Unincorporated Business Entity Act, Chapter 3a"
"ZNBGG9","United States of America","US","Utah","US-UT","Profit Corporation","2I4P","Subscriber","English","en","Subscriber","","","2023-06-28","ACTV","","","","Utah Revised Business Corporation Act - 16-10a-102; Utah Code: Title 16 Corporations: Chapter 10a"
"8P1TNA","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"FAH1FV","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.40"
"FEXVVU","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","trustee","English","en","trustee","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"GLRHKR","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","officer","English","en","officer","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"KEUXLE","United States of America","US","Vermont","US-VT","Limited Liability Company (LLC)","OE6T","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11: Ch.25 - Limited Liability Companies § 4001"
"LBADQR","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"NY8POL","United States of America","US","Vermont","US-VT","Limited Liability Company (LLC)","OE6T","organizer","English","en","organizer","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11: Ch.25 - Limited Liability Companies § 4022"
"OFPMTN","United States of America","US","Vermont","US-VT","Limited Liability Company (LLC)","OE6T","agent (for service of process)","English","en","agent (for service of process)","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11: Ch.25 - Limited Liability Companies § 4007"
"SAFZFJ","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.40"
"TB1NYV","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"U4QEGF","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 5.01"
"UAVZWY","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","secretary","English","en","secretary","Sec.","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.40"
"WB7APL","United States of America","US","Vermont","US-VT","Limited Liability Company (LLC)","OE6T","member","English","en","member","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11: Ch.25 - Limited Liability Companies § 4001"
"XM2X4U","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 14.32"
"ZOZXV0","United States of America","US","Vermont","US-VT","Profit Corporation","NYUD","chair","English","en","chair","Ch.","","2023-06-28","ACTV","","","","Vermont Statutes: Title 11A: Vermont Business Corporations - Vermont Business Corporation Act § 1.20"
"12LTB5","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","organizer","English","en","organizer","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1010"
"4ZD5AN","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","trustee","English","en","trustee","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1003"
"5PHOVX","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-748"
"9OWMUF","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","assistant officer","English","en","assistant officer","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-693"
"BDKRIQ","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","voting trustee","English","en","voting trustee","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-670"
"BFXG7O","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","disinterested director","English","en","disinterested director","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"BYHPXT","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","vice chairman","English","en","vice chairman","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"C9WAHI","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","interest holder","English","en","interest holder","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"CT0YSK","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"DFWZOV","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"EVHXNO","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-634"
"INBXEH","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","governor","English","en","governor","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"JAKGDN","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","director","English","en","director","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"KFWQ4U","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","secretary","English","en","secretary","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"LZRXRO","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","officer","English","en","officer","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1015"
"OIC2T5","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","registered agent","English","en","registered agent","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1015"
"PRPE9Y","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","custodian","English","en","custodian","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-748"
"PWRURE","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","officer","English","en","officer","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"PXUNV6","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"QMHHAS","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","beneficial shareholder","English","en","beneficial shareholder","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"RHX3UD","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1002"
"UIJYXM","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","chairman","English","en","chairman","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"VIUPBL","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","voting trust beneficial owner","English","en","voting trust beneficial owner","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-603"
"WO4H3D","United States of America","US","Virginia","US-VA","Stock Corporation","HOV4","president","English","en","president","","","2023-06-28","ACTV","","","","Code of Virginia: Title 13.1. Corporations: Ch. 9. Virginia Stock Corporation Act - § 13.1-604"
"WZVUZ1","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","receiver","English","en","receiver","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1003"
"Y20NTN","United States of America","US","Virginia","US-VA","Limited Liability Company","4WN7","member","English","en","member","","","2023-06-28","ACTV","","","","Code of Virginia: Ch.13 - Virginia Limited Liability Company Act § 13.1-1002"
"0GNSSG","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","director","English","en","director","Dir.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.200"
"1YPK3Q","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","governor","English","en","governor","Gov.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.400"
"37T96L","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","subscriber","English","en","subscriber","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.400"
"6CNAJC","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","qualified director","English","en","qualified director","Qual.Dir.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.400"
"6KUHDP","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","chairperson","English","en","chairperson","Ch.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.200"
"AUKFZ6","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","president","English","en","president","Pres.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.200"
"AWMWFS","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","officer","English","en","officer","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.200"
"DRCSYX","United States of America","US","Washington","US-WA","Limited Liability Company","F8DD","manager","English","en","manager","Mgr.","","2023-06-28","ACTV","","","","Washington Revised Code: Title 25: Ch.25.15 Limited Liability Companies - Washington limited liability company act 25.15.006"
"GF31D4","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","assistant officer","English","en","assistant officer","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.08.400"
"IHYOXL","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","shareholder","English","en","shareholder","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.400"
"S1NIDX","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","custodial receiver","English","en","custodial receiver","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.14.320"
"SEPAO9","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","incorporator","English","en","incorporator","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.01.200"
"SKAC40","United States of America","US","Washington","US-WA","Profit Corporation","NHYA","general receiver","English","en","general receiver","","","2023-06-28","ACTV","","","","Washington Revised Code: Title 23B: Washington Business Corporation Act 23B.14.320"
